Interaction_Date,KOL _Name,Current_Tier,Kol_Qualification,Therapeutic_Area,Speciality_within_TA,KOL_years_of_Experience,Adoption_Ladder,KOL_Location,KOL_Territory,SocialMedia_Twitter,SocialMedia_Linkedin,SocialMedia_YouTube,Overall_Kol_Rating,Connection_to_Advisory_Boards,Research_Participated,Research_Experience,Fundinghistory_researchgrants,Fundinghistory_ConsultingFees,Fundinghistory_researchgrants,No_Of_Publications,Trainings_Delivered,Professional_Certification,KOL_affiliations_academicinstitutions,KOL_Affiliations_Hospital_and_medical_Centres,KOL_Affiliations_ProfessionalAssocaitionsandsocities,KOL_Affiliations_Pharma_and_biotech_companies,KOL_Affiliations_Government_and_Regulatory_bodies,KOL_Affiliations_patientadvocacy_and_nonprofit_organisations,Internationa_Presentations_Presented,National_ntations_Presented,KOL_FollowUp,Previous_meeting_agenda,Previous_Meeting_SubTopics,Current_Discussion_Topic,Current_Meeting_Subtopics,Current_Channel_of_interaction,Company_Event,Interaction_intent,Items/topics_to_exchange,KOLMSL_Relation,Next_Action_Items,Proposed_Next_Channel_Of_interaction
1-Aug-22,David Kim,International,"MD, PhD",Oncology,Lung Cancer,10,4,New York City,East Coast,9K,8.3K,7.4K,4.54,5,14,14,70000,400,30000,5,5,7,2,2,3,3,2,2,20,150,No,Target receptor of drug,Patient Demographics,"Health Status,Origin ,age,race,gender of patients",,In -Person,Product Launch - Talim,To study the patient demographics on which the drug is tested before launch,"Health Status,Origin ,age,race,gender of patients",Good,Discuss various phases of testing in patients,Video Conference
22-Aug-22,David Kim,International,"MD, PhD",Oncology,Lung Cancer,10,4,New York City,East Coast,9K,8.3K,7.4K,4.57,5,14,14,70000,400,40000,6,5,7,2,2,3,3,2,2,20,150,No,Intro and overview of claims procedure,Discussion regarding claims/insurance and copay programs,"Claims made,Insurance Coverage,Training,Customer Support Programs",,Video Conference,Product Launch - Talim,"To discuss about the claims,insurance and copay programs","Liability Insurance,Claims regarding a product,Training programs,customer support programs,Loyalty or reward programs",Good,Discuss compliance and ethical practices,Phone Call
6-Sep-22,David Kim,International,"MD, PhD",Oncology,Lung Cancer,10,4,New York City,East Coast,9K,8.3K,7.4K,4.58,5,14,14,70000,500,40000,6,5,7,2,2,3,3,2,2,20,150,No,Target receptor of drug,Safety,Safety measures of the drug on general patients,,Video Call,Product Launch - Talim,To discuss the safety measures of drug on general patients and discuss complications if any,Safety measures and its complications,Good,Efficacy,Video Call
19-Sep-22,David Kim,International,"MD, PhD",Oncology,Lung Cancer,10,4,New York City,East Coast,9K,8.3K,7.4K,4.6,5,14,14,70000,500,40000,6,5,7,2,2,3,3,2,2,20,150,No,Product overview and its differentiating way,Discussion regarding claims/insurance and copay programs,"Claims made,Insurance Coverage,Training,Customer Support Programs",,Video Conference,Product Launch - Talim,"To discuss about the claims,insurance and copay programs","Liability Insurance,Claims regarding a product,Training programs,customer support programs,Loyalty or reward programs",Good,Discuss compliance and ethical practices,Phone Call
2-Oct-22,David Kim,International,"MD, PhD",Oncology,Lung Cancer,10,4,New York City,East Coast,9K,8.3K,7.4K,4.3,5,14,14,70000,500,50000,6,5,7,2,2,3,4,2,2,20,150,No,"Discuss conference themes,outline session objectives,explore potential subtopics for Dr David Kim presenatation",Competitive Analysis​,Competitive Analysis of the drug,,In -Person,Product Launch - Talim,Discussion about competitive analysis to get overview of market,"Competitor drugs,their advantages and disadvantages",Neutral,Principal Investigator Support,Video Conference
26-Oct-22,David Kim,International,"MD, PhD",Oncology,Lung Cancer,10,4,New York City,East Coast,9K,8.3K,7.4K,4.3,5,14,14,"1,00,000",500,50000,6,6,7,2,2,3,4,2,3,20,150,No,Competitive Analysis of the drug,Principal Investigator Support,"Study Design and Protocol Development,Regulatory Compliance,Site Selection",,Video Conference,Product Launch - Talim,"Oversseeing the entire study,ensuring compliance with rights and guidelines and protecting rights and welfare of participants","Study Design and Protocol Development,Regulatory Compliance,Site Selection,Participant Recruitment,Safety and Adverse Event Monitoring",Neutral,Safety,Email
1-Nov-22,David Kim,International,"MD, PhD",Oncology,Lung Cancer,10,4,New York City,East Coast,9K,8.3K,7.4K,4.3,5,14,14,"1,00,000",500,50000,6,6,7,2,2,3,4,2,3,20,150,No,"Study Design and Protocol Development,Regulatory Compliance,Site Selection",Safety,Safety measures of the drug on general patients,,Email,Product Launch - Talim,To discuss the safety measures of drug on general patients and discuss complications if any,Safety measures and its complications,Neutral,Efficacy,Video Call
22-Nov-22,David Kim,International,"MD, PhD",Oncology,Lung Cancer,10,5,New York City,East Coast,9K,8.3K,7.4K,4.3,5,15,14,"1,00,000",600,50000,6,6,7,2,2,3,4,2,3,20,150,No,Awareness Campaigns,Safety,Safety measures of the drug on general patients,,Video Call,Product Launch - Talim,To discuss the safety measures of drug on general patients and discuss complications if any,Safety measures and its complications,Neutral,Efficacy,Video Call
2-Dec-22,David Kim,International,"MD, PhD",Oncology,Lung Cancer,10,5,New York City,East Coast,9K,8.3K,7.4K,4.3,5,15,14,"1,00,000",600,50000,6,6,7,2,2,3,4,2,3,20,150,No,New drug launch initiation,Introduction and overview of drug,Intro and overview of drug,,In-Person,Product Launch - Talim,To get acquanitance of the drug,Introduction and overview of drug,Neutral,Discuss mechanism of action of drug,In-Person
19-Dec-22,David Kim,International,"MD, PhD",Oncology,Lung Cancer,10,5,New York City,East Coast,9K,8.3K,7.4K,4.35,5,15,14,"1,00,000",600,50000,6,6,7,2,2,3,4,2,3,20,150,No,Intro and overview of drug,Discuss mechanism of action of drug,Target receptor of drug,,In-Person,Product Launch - Talim,To know about drug action and how it works,Target interaction of drug,Neutral,Conferences for Product awareness,Email
2-Jan-23,David Kim,International,"MD, PhD",Oncology,Lung Cancer,10,5,New York City,East Coast,9K,8.3K,7.4K,4.3,6,15,14,"1,00,000",600,50000,6,6,7,2,2,3,4,2,3,20,150,No,Target receptor of drug,Conferences for Product awareness,Awareness Campaigns,,Email,Product Launch - Talim,To spread the awareness of the talim drug,Spreading awareness about talim drug,Neutral,Safety,Video Call
26-Jan-23,David Kim,International,"MD, PhD",Oncology,Lung Cancer,10,5,New York City,East Coast,9K,8.3K,7.4K,4.3,6,15,14,"1,00,000",600,50000,6,6,7,2,2,3,4,2,3,20,150,No,Awareness Campaigns,Safety,Safety measures of the drug on general patients,,Video Call,Product Launch - Talim,To discuss the safety measures of drug on general patients and discuss complications if any,Safety measures and its complications,Neutral,Efficacy,Video Call
1-Feb-23,David Kim,International,"MD, PhD",Oncology,Lung Cancer,10,5,New York City,East Coast,9K,8.3K,7.4K,4.4,6,15,14,"1,00,000",600,60000,6,6,7,2,2,3,4,2,3,20,150,No,Intro and overview of copay programs,Discussion regarding claims/insurance and copay programs,"Claims made,Insurance Coverage,Training,Customer Support Programs",,Video Call,Product Launch - Talim,"To discuss about the claims,insurance and copay programs","Liability Insurance,Claims regarding a product,Training programs,customer support programs,Loyalty or reward programs",Neutral,Discuss compliance and ethical practices,In-Person
22-Feb-23,David Kim,International,"MD, PhD",Oncology,Lung Cancer,10,5,New York City,East Coast,9K,8.3K,7.4K,4.6,6,15,14,"1,00,000",600,60000,6,6,7,2,2,3,4,2,3,20,150,No,Intro and onvview of clinical safety,share information on upcoming clinical safety,Discussion about clinical safety,,In -Person,Product Launch - Talim,To discuss the safety measures of drug on general patients and discuss complications if any,"Health Status,Origin ,age,race,gender of patients",Neutral,Discuss various phases of testing in patients,Video Conference
3-Apr-19,Dr. Enrique Vasquez,National,MD,Oncology,Myleoma cancer,22,3,"Springfield, Washington",East Coast,4500,3247,5211,4,6,9,17,125k,250,140k,24,32,19,3,4,2,4,4,5,12,126,No,Different points of action in place for clinical studies,Next Steps before initiation of clinical trials,Potential steps to be taken by different units before actual clinical trials can be started,,Video call,Clinical Trials,Make the KOL aware about the steps taken before any clinical trials happen,"List of permissions taken, premtive tests conducted, key objective of this clinical trial",Neutral,Share updated factsheets on drug impact over different age groups,Video call
10-May-19,Dr. Enrique Vasquez,National,MD,Oncology,Myleoma cancer,22,3,"Springfield, Washington",East Coast,4500,3247,5211,4,6,9,17,125k,250,140k,24,32,19,3,4,2,4,4,5,12,126,No,Potential steps to be taken by different units before actual clinical trials can be started,Impact of drug over different age groups,Share insights on different test conducted for impacts over different age groups,,Video call,Clinical Trials,Give a brisk overview of how the drug is reacting in test environments over artifically created test samples of different age groups,"Test sample procurement, drug dosage, drug reaction, possible side effects, possible ressuciations",Neutral,Address impact of children,In-person
16-Jun-19,Dr. Enrique Vasquez,National,MD,Oncology,Myleoma cancer,22,3,"Springfield, Washington",East Coast,4500,3247,5211,4,6,9,17,125k,250,140k,24,32,19,3,4,2,4,4,5,12,126,Yes,Share insights on different test conducted for impacts over different age groups,Address impact of children,"Impact of early infants, teenagers and their side effects. Potential Relapse",,In-Person,Clinical Trials,Discuss with the KOL on drug Impact in children,"Drug Reaction Reports, testing virulity conducted",Neutral,Present a summary on the drug's mechanism of action,Video Call
23-Jul-19,Dr. Enrique Vasquez,National,MD,Oncology,Myleoma cancer,22,3,"Springfield, Washington",East Coast,4500,3247,5211,4,6,9,17,125k,250,140k,24,32,19,3,4,2,4,4,5,12,126,No,"Impact of early infants, teenagers and their side effects. Potential Relapse",Drug Mechanism,Molecular activity of the drug,,Video Call,Clinical Trials,How the drug is targetting the required molecules and what is the effective time,Reports generated during drug discovery,Neutral,Share the potantial drug usage charts,Video Call
29-Aug-19,Dr. Enrique Vasquez,National,MD,Oncology,Myleoma cancer,22,3,"Springfield, Washington",East Coast,4500,3247,5211,4,6,9,17,125k,250,140k,24,32,19,3,4,2,4,4,5,12,126,No,Molecular activity of the drug,Drug interactivity,Discuss on potential drug interactivity with various conditions,,Video Call,Clinical Trials,Discuss how the drug may interact with patients having different conditions,List of key identified factors,Neutral,Create a repository of existing and future reports of drug interactivity for easy referrals,Video Call
5-Oct-19,Dr. Enrique Vasquez,National,MD,Oncology,Myleoma cancer,22,3,"Springfield, Washington",East Coast,4500,3247,5211,4,6,9,17,125k,250,175k,24,32,19,3,4,2,4,4,5,12,126,No,Discuss on potential drug interactivity with various conditions,Interactions with medications for potential stimuli,Effects of the drug with different medications,,Video Call,Clinical Trials,Discuss on how the drug might have different effect with respect to different forms of ongoing medication,Reports on existing identified drug reactions,Neutral,Inquire about drug reactions during pregnancy,In-person
11-Nov-19,Dr. Enrique Vasquez,National,MD,Oncology,Myleoma cancer,22,3,"Springfield, Washington",East Coast,4500,3247,5211,4,6,9,17,125k,250,175k,24,32,19,3,4,2,4,4,5,12,126,Yes,Effects of the drug with different medications,Drug interations during pregnancy,Drug effects during pregnancy.,,In-Person,Clinical Trials,Seek opinions on the different drug effects and side effects during pregnancy,Drug interaction reports and studies,Neutral,Create a consolidation of interactiosn ranging from early pregnancy to early infacy post birth,In-Person
18-Dec-19,Dr. Enrique Vasquez,National,MD,Oncology,Myleoma cancer,22,3,"Springfield, Washington",East Coast,4500,3247,5211,4,6,9,17,125k,250,175k,24,32,19,3,4,2,4,4,5,12,126,Yes,Drug effects during pregnancy.,Understand KOLs perspective on drug interactions from pregnancy to post birth,Interrelativity of drug symtoms during pregnancy from mother to child,,In-Person,Clinical Trials,Understand and come to a conclusion about the drug interaction,"Reports of drug administration, lab sheets, and moleular reports",Neutral,Create a reference guide,Video Call
24-Jan-20,Dr. Enrique Vasquez,National,MD,Oncology,Myleoma cancer,22,3,"Springfield, Washington",East Coast,4500,3247,5211,4,6,9,17,125k,250,175k,24,32,19,3,4,2,4,4,5,12,126,No,Interrelativity of drug symtoms during pregnancy from mother to child,Drug transferance,Change of existing prescribed drug to new drug,,Video Call,Clinical Trials,Exchange on drug transferance,"Drug analysis, fall throughs",Neutral,Do a survey with HCO's on understanding existing dynamics,Phone call
1-Mar-20,Dr. Enrique Vasquez,National,MD,Oncology,Myleoma cancer,22,3,"Springfield, Washington",East Coast,4500,3247,5211,4,6,9,17,125k,250,175k,24,32,19,3,4,2,4,4,5,12,126,No,Change of existing prescribed drug to new drug,Drug safety,Risk associated with the drug during administration,,Phone Call,Clinical Trials,Seek advice on drug risks and potential mitigations,"Molecular report, drug dynamics, and drug delivery methods",Neutral,Consultation report with HCPs,Video Call
7-Apr-20,Dr. Enrique Vasquez,National,MD,Oncology,Myleoma cancer,22,4,"Springfield, Washington",East Coast,4500,3247,5211,4,6,9,17,125k,250,175k,25,33,19,3,4,2,4,4,5,12,126,No,Risk associated with the drug during administration,Drug Efficacy,Discuss on potential drug dosage and drug efficacy over short and long duration,,Video Call,Clinical Trials,Seek Guidance on drug administration over variety of patient demographic,Drug interaction study,Neutral,Identify groups of candidates for clinical studies currently consulting with KOL,In-Person
14-May-20,Dr. Enrique Vasquez,National,MD,Oncology,Myleoma cancer,22,4,"Springfield, Washington",East Coast,4500,3247,5432,4,6,9,17,125k,250,175k,25,33,19,3,4,2,4,4,5,12,126,Yes,Discuss on potential drug dosage and drug efficacy over short and long duration,Identification of potential Candidates,Understand the patient demographic of KOL,,In-Person,Clinical Trials,Scout potential candidates for clinical trials with guidance from KOL,List of company identified factors,Neutral,Create a report based on company factors and patient demographic,In-Person
20-Jun-20,Dr. Enrique Vasquez,National,MD,Oncology,Myleoma cancer,22,4,"Springfield, Washington",East Coast,4500,3247,5432,4,6,9,17,125k,250,175k,25,33,19,3,4,2,4,4,5,12,126,Yes,Understand the patient demographic of KOL,Identification of potential Candidates,Discussion on patient candidate requirements,,In-Person,Clinical Trials,Understand potential candidate choices in consultation to KOL,Closed case study suiting the patient demographic,Neutral,Referendum,Phone call
27-Jul-20,Dr. Enrique Vasquez,National,MD,Oncology,Myleoma cancer,22,4,"Springfield, Washington",East Coast,4500,3329,5432,4,6,9,17,125k,250,175k,25,33,19,3,4,2,4,4,5,12,126,No,Discussion on patient candidate requirements,Delivery of Drug and Drug administration,Methods and technologies used to deliver the drug,,Phone Call,Clinical Trials,Consult with the KOL on identification of drug delivery,How to deliver drug to the human body and potential target site,Good,Create comparative study,Video Call
2-Sep-20,Dr. Enrique Vasquez,National,MD,Oncology,Myleoma cancer,22,4,"Springfield, Washington",East Coast,4500,3329,5432,4,6,9,17,125k,250,207k,25,33,19,3,4,2,4,4,5,12,126,No,Methods and technologies used to deliver the drug,Drug resistance,Discuss on drug resistance in certain patients,,Video Call,Clinical Trials,Explore ways on which patients and generate drug resistance,Abalation study over previous records of similar compounds,Good,Seek clarity and generate report with the help of biochemists,In-Person
9-Oct-20,Dr. Enrique Vasquez,National,MD,Oncology,Myleoma cancer,22,4,"Springfield, Washington",East Coast,4876,3329,5432,4,6,9,17,125k,250,207k,25,33,19,3,4,2,4,4,5,12,126,No,Discuss on drug resistance in certain patients,Special case of Elderly patients,Ideate on the drug resistance due in elderly patients,,In-Person,Clinical Trials,Identify factors for potential drug ambiguity in elderly patients,Causesheet of existing drug apenditures,Good,Study existing reports and create abalation report,Video Call
15-Nov-20,Dr. Enrique Vasquez,National,MD,Oncology,Myleoma cancer,22,5,"Springfield, Washington",East Coast,4876,3329,5432,4,6,9,17,125k,250,207k,25,33,19,3,4,2,4,4,5,12,126,No,Ideate on the drug resistance due in elderly patients,Current stage of human trials,Discuss with KOL the current stage of human trials with respect to guidelines,,Video Call,Clinical Trials,Elevate the human trial phases with KOL,Patient reports for the trials,Good,Extended study reports,Video Call
22-Dec-20,Dr. Enrique Vasquez,National,MD,Oncology,Myleoma cancer,22,5,"Springfield, Washington",East Coast,4876,3329,5432,4,6,9,17,125k,250,207k,25,33,19,3,4,2,4,4,5,12,126,No,Discuss with KOL the current stage of human trials with respect to guidelines,Optimum Drug dosage,Talk over the optimal drug dosage in constrained environments,,Video Call,Clinical Trials,Elaborate on the effective optimal dosge discovered during the initial test phases over different patient groups,Patient trial reports and results,Good,Create a chart of dosage versus effectiveness,Video Call
28-Jan-21,Dr. Enrique Vasquez,National,MD,Oncology,Myleoma cancer,22,5,"Springfield, Washington",East Coast,4876,3329,5432,4,6,9,17,125k,250,207k,25,33,19,3,4,2,4,4,5,12,126,No,Talk over the optimal drug dosage in constrained environments,Drug regulations and approvals,Government regulations and processes for drug evaluation and market authorization.,,Video Call,Clinical Trials,Understand the regulatory requirements and processes involved in evaluating and authorizing the drug for the market.,Regulatory compliancec requirements and operative indices for drug mitosis,Good,Correlate all the sources of potential regulations and their compliances,Video Call
6-Mar-21,Dr. Enrique Vasquez,National,MD,Oncology,Myleoma cancer,22,5,"Springfield, Washington",East Coast,4876,3329,5432,4,6,9,17,125k,250,207k,25,33,19,3,4,2,4,4,5,12,126,No,Government regulations and processes for drug evaluation and market authorization.,Patient Safety,Discuss on the safety of the trial patient involved,,Video Call,Clinical Trials,Understand KOLs perspective on patient safety,"Regulatory checks, and guidelines on patient safety",Good,Create a study on different levels of patient involvement through different stages of the trials,Video Call
12-Apr-21,Dr. Enrique Vasquez,National,MD,Oncology,Myleoma cancer,22,5,"Springfield, Washington",East Coast,4876,3329,5432,4,6,9,17,125k,250,207k,25,34,19,3,4,2,4,4,5,12,126,Yes,Discuss on the safety of the trial patient involved,Patient Safety,Discuss trends in patient safety,,Video Call,Clinical Trials,Based on the previous study report consult the KOL on Safety measures over patient demographics,"Safe study documents, extended safety measures, patient bifurcation rules",Good,Revise study on new inputs,Video Call
19-May-21,Dr. Enrique Vasquez,National,MD,Oncology,Myleoma cancer,22,5,"Springfield, Washington",East Coast,4876,3329,5432,4,6,9,17,125k,250,207k,25,34,19,3,4,2,4,4,5,12,126,No,Discuss trends in patient safety,Drug Recovery,Post Drug administration recovery,,Video Call,Clinical Trials,Discuss on the drug recovery phase,Preliminary study reports and patient transripts,Good,Consult and create report with phase trial officers,Video Call
25-Jun-21,Dr. Enrique Vasquez,National,MD,Oncology,Myleoma cancer,22,5,"Springfield, Washington",East Coast,4876,3329,5432,4,6,9,17,125k,250,207k,25,34,19,3,4,2,4,4,5,12,126,No,Post Drug administration recovery,Contraindications for the drug,Conditions that prevent administration of drugs,,Video Call,Clinical Trials,Extrapolate on existing reports and seek advice on situations where the drug should not be used,List of identified potential causes,Good,Make a dosier to help future drug administrators on potential challenges,Video Call
1-Aug-21,Dr. Enrique Vasquez,National,MD,Oncology,Myleoma cancer,22,5,"Springfield, Washington",East Coast,4876,3329,5432,4,6,9,17,190k,250,207k,25,34,19,3,4,2,4,4,5,12,126,No,Conditions that prevent administration of drugs,Reactions based on drug administration,Consult the KOL on potential reactions certain patients might face due to drug administration,,Video Call,Clinical Trials,Proper understanding on side effects and reactions after drug administration,Drug administration related reactions,Good,Share with KOL a report of existing understanding and prolific study,Video Call
7-Sep-21,Dr. Enrique Vasquez,National,MD,Oncology,Myleoma cancer,22,5,"Springfield, Washington",East Coast,4876,3329,5432,4,6,9,17,190k,250,207k,26,35,19,3,4,2,4,4,5,12,126,No,Consult the KOL on potential reactions certain patients might face due to drug administration,Adverse Events based on drug administration,Consult the KOL on potential adverse events certain patients might face due to drug administration,,Video Call,Clinical Trials,Root cause discussion over molecularity of Adverse effects,Labs reports of first cases,Good,Send extended study reports,Video Call
14-Oct-21,Dr. Enrique Vasquez,National,MD,Oncology,Myleoma cancer,22,5,"Springfield, Washington",East Coast,4876,3329,5432,4,6,9,17,190k,250,221k,26,35,19,3,4,2,4,4,5,12,126,No,Consult the KOL on potential adverse events certain patients might face due to drug administration,Drug Overdose issues,Problems related to drug overdose,,Video Call,Clinical Trials,Discuss on the scenarios of drug overdose and its effect,"Potential patient fall through reports, expected behaviour, consolidation reports of patient recovery",Good,Create a short report on different patient groups,Phone Call
20-Nov-21,Dr. Enrique Vasquez,National,MD,Oncology,Myleoma cancer,22,5,"Springfield, Washington",East Coast,4876,3400,5432,4,6,9,17,190k,250,221k,26,35,19,3,4,2,4,4,5,12,126,No,Problems related to drug overdose,Genetic Response,Patient's Genetic Response,,Phone Call,Clinical Trials,Understanding Genetic responses to drug,Drug induced genetic responses,Good,Study on genetic mutation,Phone Call
27-Dec-21,Dr. Enrique Vasquez,National,MD,Oncology,Myleoma cancer,22,5,"Springfield, Washington",East Coast,4876,3400,5991,4,6,9,17,240k,275,221k,26,35,19,3,4,2,4,4,5,12,126,No,Patient's Genetic Response,Identity Protection,Protection of Trial patients Identity,,Phone Call,Clinical Trials,Guidance on protection of identity of patient trials,Previous trial methodicals,Good,Liability report,Video Call
2-Feb-22,Dr. Enrique Vasquez,National,MD,Oncology,Myleoma cancer,22,5,"Springfield, Washington",East Coast,4876,3400,5991,4,6,9,17,240k,275,221k,26,35,19,3,4,2,4,4,5,12,126,No,Protection of Trial patients Identity,Patient Withdrawal Symptops,Discuss potential Withdrawal symptoms of candidates,,Video Call,Clinical Trials,Understand different kinds of patient withdrawal symptoms from the KOL,List of essential practices used for patient wellness,Good,Seek incidents and reports during past trials of drug,Video Call
11-Mar-22,Dr. Enrique Vasquez,National,MD,Oncology,Myleoma cancer,22,5,"Springfield, Washington",East Coast,5013,3400,5991,4.2,5,9,17,240k,275,221k,26,36,19,3,4,2,4,4,5,12,126,No,Discuss potential Withdrawal symptoms of candidates,Prescriptive information,Take KOLs input on prescriptive information,,Video Call,Clinical Trials,Understand the core prescriptive information to be adhered to,share current drug labels,Good,Incorporate the feedback into a decadence report for the internal teams,Video Call
17-Apr-22,Dr. Enrique Vasquez,National,MD,Oncology,Myleoma cancer,22,5,"Springfield, Washington",East Coast,5013,3400,5991,4.2,5,9,17,240k,275,221k,26,36,20,3,4,2,4,4,5,12,126,No,Take KOLs input on prescriptive information,Drug Lifespan,Inform the KOL on drug lifespan,,Video Call,Clinical Trials,Share company outlook of the drug's vision,Current Vision Statements,Good,Include KOLs feedback,Video Call
24-May-22,Dr. Enrique Vasquez,National,MD,Oncology,Myleoma cancer,22,5,"Springfield, Washington",East Coast,5013,3400,5991,4.2,5,9,17,240k,275,221k,26,36,20,3,4,2,4,4,5,12,126,No,Inform the KOL on drug lifespan,Drug Pricing,Discuss drug pricing post trials,,Video Call,Clinical Trials,Share with KOL the current vision on the price of drugs,Share the development cost sheet and expected return,Good,Take KOL feedback report for adjustment if needed,Video Call
30-Jun-22,Dr. Enrique Vasquez,National,MD,Oncology,Myleoma cancer,22,5,"Springfield, Washington",East Coast,5013,3400,5991,4.2,5,9,17,240k,275,221k,26,36,20,3,4,2,4,4,5,12,126,No,Discuss drug pricing post trials,Drug Availability,On the Drug availability to patients,,Video Call,Clinical Trials,Discuss with the KOL on the current drug availability scenrio to patients,Redaction reports encompassing the drug availability,Good,Updation of factsheets,Phone Call
6-Aug-22,Dr. Enrique Vasquez,National,MD,Oncology,Myleoma cancer,22,5,"Springfield, Washington",East Coast,5013,3400,5991,4.2,5,9,17,240k,280,221k,26,37,20,3,4,2,4,4,5,12,126,No,On the Drug availability to patients,Insurance coverage,Insurance coverage of the drug over different patient demographics,,Phone Call,Clinical Trials,Share with KOL current insurance vetted programs that might cover the drug cost,Insurance plantiffs report for drug coverage,Good,Research on whatnew items checklist might need to be added,In-person
12-Sep-22,Dr. Enrique Vasquez,National,MD,Oncology,Myleoma cancer,22,5,"Springfield, Washington",East Coast,5013,3400,5991,4.2,5,9,17,240k,280,221k,26,37,20,3,4,2,4,4,5,12,126,No,Insurance coverage of the drug over different patient demographics,Insurance Co-pay coverage,Discuss on the coverage of the drug by co-pay programs,,In-person,Clinical Trials,Discuss exsiting norms and new items to be informed to the insurance firms for the addition of the drug to the co-pay programs,Insurance co-pay programs report for drug coverage,Good,Seek information from Insurance companies and seek advisory chairs extension,Video Call
19-Oct-22,Dr. Enrique Vasquez,National,MD,Oncology,Myleoma cancer,22,5,"Springfield, Washington",East Coast,5013,3512,5991,4.2,5,9,17,320k,280,221k,26,37,20,3,4,2,4,4,5,12,126,No,Discuss on the coverage of the drug by co-pay programs,Trial reports for FDA,Understand directives before sharing report to FDA for phase trials,,Video Call,Clinical Trials,Seek KOLs clarity and his stance post phase trials,Share all premtive documents and reports,Good,Compile all the reports and feedbacks from KOL,Video Call
25-Nov-22,Dr. Enrique Vasquez,National,MD,Oncology,Myleoma cancer,22,5,"Springfield, Washington",East Coast,5013,3512,5991,4.2,5,9,17,320k,280,243k,26,37,20,3,4,2,4,4,5,12,126,No,Understand directives before sharing report to FDA for phase trials,Beginning of New trials,Share information on new trials,,Video Call,Clinical Trials,Discuss with KOL the affirmative plans for new trials,"Trial site plan, target demographic and time period",Good,Create KPI injunction report,In-person
1-Jan-23,Dr. Enrique Vasquez,National,MD,Oncology,Myleoma cancer,22,5,"Springfield, Washington",East Coast,5013,3512,5991,4.2,5,9,17,320k,280,243k,27,37,20,3,4,2,4,4,5,12,126,No,Share information on new trials,Invitation as trials committee member,Invite the KOL to be a potential committee member for the new trials phase,,In-person,Clinical Trials,Share with KOL the overall plans and his role as a committee member for the new phase trials,Target reports and expected outcomes,Good,Share KOLs intention with advisory body,Video Call
7-Feb-23,Dr. Enrique Vasquez,National,MD,Oncology,Myleoma cancer,22,5,"Springfield, Washington",East Coast,5013,3512,6020,4.2,5,9,17,320k,280,243k,27,37,20,3,4,2,4,4,5,12,126,No,Invite the KOL to be a potential committee member for the new trials phase,Plan of action,Discuss on company plan of action for the new phase,,Video Call,Clinical Trials,Seek advice on the plan of action,Share extensive checklist and memorandum,Good,Include KOLs feedback,In-person
16-Mar-23,Dr. Enrique Vasquez,National,MD,Oncology,Myleoma cancer,22,5,"Springfield, Washington",East Coast,5013,3512,6020,4.2,5,9,17,320k,280,243k,27,37,20,3,4,2,4,4,5,12,126,No,Discuss on company plan of action for the new phase,Meet and Greet,Introduce the KOL to expected patients participating in trials,,In-person,Clinical Trials,Discuss with KOL the client report and take and expected response,HER of petients and their current dianostics,Good,Recooperate the KOLs ontake on the patients and share with delegates,Video Call
5-Apr-19,Dr. Katherine Baker,Regional,"MD, PhD",Oncology,Myleoma cancer,29,5,"College Park, Washington",East Coast,12656,8090,4320,4.3,8,11,22,580k,245,445k,39,28,24,5,7,5,2,4,9,4,65,No,Share the current market trends,Impact of drug over different age groups,Share insights on different test conducted for impacts over different age groups,,In-Person,Clinical Trials,Give a brisk overview of how the drug is reacting in test environments over artifically created test samples of different age groups,"Test sample procurement, drug dosage, drug reaction, possible side effects, possible ressuciations",Good,Address impact of children,In-Person
12-May-19,Dr. Katherine Baker,Regional,"MD, PhD",Oncology,Myleoma cancer,29,5,"College Park, Washington",East Coast,12656,8090,4320,4.3,8,11,22,580k,245,445k,39,28,24,5,7,5,2,4,9,4,65,No,Share insights on different test conducted for impacts over different age groups,Drug Mechanism,Molecular activity of the drug,,In-Person,Clinical Trials,How the drug is targetting the required molecules and what is the effective time,Reports generated during drug discovery,Good,Share the potantial drug usage charts,Video Call
18-Jun-19,Dr. Katherine Baker,Regional,"MD, PhD",Oncology,Myleoma cancer,29,5,"College Park, Washington",East Coast,12656,8090,4320,4.3,8,11,22,580k,245,445k,39,28,24,5,7,5,2,4,9,4,65,No,Molecular activity of the drug,Interactions with medications for potential stimuli,Effects of the drug with different medications,,Video Call,Clinical Trials,Discuss on how the drug might have different effect with respect to different forms of ongoing medication,Reports on existing identified drug reactions,Good,Inquire about drug reactions during pregnancy,Video Call
25-Jul-19,Dr. Katherine Baker,Regional,"MD, PhD",Oncology,Myleoma cancer,29,5,"College Park, Washington",East Coast,12656,8090,4320,4.3,8,11,22,580k,245,445k,39,28,24,5,7,5,2,4,9,4,65,No,Effects of the drug with different medications,Drug interactivity,Discuss on potential drug interactivity with various conditions,,Video Call,Clinical Trials,Discuss how the drug may interact with patients having different conditions,List of key identified factors,Good,Create a repository of existing and future reports of drug interactivity for easy referrals,Video Call
